,0
2238,The leader of the world's largest Islamic organization said on Thursday that Muslims should not be intimidated by China's mass detention of members of their faith in the Xinjiang region and called on Beijing to dialogue with religious leaders. The leader also said that Muslims around the world have a responsibility to help their brethren in China.
2239,Muhammadu Buhari's visit to South Africa is meant to help ease tensions between the two countries after a series of attacks on foreigners. Buhari is set to meet with South African President Cyril Ramaphosa to discuss the issue.
2240,"Get breaking news on the Catholic Church's opposition to married priests. The Church has said that it is not opposed to the idea of married priests, but that it would be a ""long process."""
2241,The British Council has released a report on the state of English in the world. The report shows that English is the most widely spoken language in the world.
2242,"Boris Johnson, the current Prime Minister of the United Kingdom, has been facing backlash from business leaders in Northern Ireland due to his ""nonsense"" Brexit proposals. These proposals would create a hard border between Northern Ireland and the Republic of Ireland, something that business leaders say would be disastrous for the economy."
2243,"An 85-year-old real estate company is partnering with WeWork to bring the coworking giant's model to the Empire State Building. The two companies will create a WeWork space on the building's 86th floor, which will open in 2020."
2244,"The European Union and Ireland are skeptical of a breakthrough in Brexit negotiations after UK Prime Minister Boris Johnson made a new offer on the Irish border. Johnson's offer would see Northern Ireland remain in the EU's single market for goods, but would leave the province out of the customs union."
2245,"Anti-government protests have been taking place in Iraq, with people demanding an end to corruption, improved public services, and more jobs. The protests have been met with violence from the government, with at least 100 people killed and thousands more injured."
2246,"Finnish President Sauli Niinisto was interviewed by the Wall Street Journal on October 10th, 2019. He discussed how he handled President Trump's explosive behavior during their meeting in Finland."
2247,"After members of the band Keane went their separate ways in 2013, they never expected to reunite. But to their own surprise, the band is back together and making music again."
2248,Council president Donald Tusk has said that the European Council is fully behind Ireland in the Brexit negotiations. This comes after MEPs rejected the UK's latest proposals for a withdrawal agreement.
2249,This story is about how Wells Fargo predicts that technology will have a big impact on employee's careers in the future. They say that employees will need to be adaptable and have a willingness to learn new things in order to stay ahead of the curve.
2250,"Russian president Vladimir Putin has criticised Swedish teenager Greta Thunberg's emotional speech at the United Nations, in which she accused world leaders of stealing her childhood with their inaction on climate change.

Putin said that Thunberg's speech was ""unacceptable"" and that ""it's better to be an"
2251,"If President Trump deports the Iraqi and Afghan interpreters who risked their lives to help the United States military, he will be betraying the very people who helped us win the wars. These interpreters are now in danger in their home countries, and the United States has a moral obligation to protect them."
2252,The 20-year-old rapper talks about his journey to stardom and how he's using his platform to break down barriers.
2253,The same study found that fathers who drank more than two alcoholic drinks per day were also less likely to conceive.
2254,A recurring theme among Sanders supporters is a deep mistrust of the political establishment and a desire for significant change. This has led to Sanders being one of the most popular candidates among young people.
2255,Undocumented immigrants in Paris are protesting for the right to stay in France. They are calling for an end to deportations and for the government to recognize their contributions to the country.
2256,"A white-tailed eagle that was set to fly in front of cameras for a new alpine film has been grounded due to bad weather.
The bird, named Dux, was trained to fly in front of a camera attached to a drone as part of a new film called ""Eagle Power."""
2257,"A powerful and moving story about a young woman who finds her passion and power through dance. Despite the odds, she follows her dreams and becomes a professional dancer."
2258,The kingdom of Saudi Arabia is seeking to change its image to a more modern one by employing social media influencers to post about their experiences in the country. The government is hoping that this will encourage more young people to visit Saudi Arabia.
2259,"About 50,000 Chechens live in Germany, having fled the war-torn region in the early 2000s. They have since built new lives in the country, but now face the possibility of deportation back to Russia."
2260,Police official says that a man was shot dead after attacking police officers with a knife at police headquarters in Paris. The man had recently converted to Islam.
2261,Gov. Andrew Cuomo has proposed a new rule that would require hospitals in New York to disclose how much they rely on Medicaid donations. The rule would also require hospitals to disclose how much they spend on charity care.
2262,"Company’s core business is no longer just about hailing a ride. The new Uber Works app will connect businesses with gig workers for a variety of on-demand jobs, from serving as waitstaff at a corporate happy hour to stocking shelves at a grocery store."
2263,"Before he was a world champion, he was a high schooler with a dream. Allyson Felix is one of the most decorated Olympians in history, with six gold medals."
2264,"Ashley Smith, 19, from east London, has been charged with the murder of Jodie Chesney, 17. Jodie was stabbed in the back in a park in Harold Hill, east London, on Friday evening."
2265,"Gunmen kidnapped an Italian volunteer and killed his driver in an attack on a Red Cross convoy in northern Burkina Faso, the aid agency said on Tuesday. It was the first such attack on the Red Cross in the country."
2266,This story is about how publishers are looking for ways to reach a greater audience. They are looking at different platforms and strategies to make this happen.
2267,Buckle up! It's National Taco Day and fast food chains are celebrating by giving away free tacos. So get ready to chow down on some delicious tacos!
2268,Instagram just announced a new app called Threads. The app is designed to be a more intimate way to communicate with close friends.
2269,"Today, we take a look at the press conference between President Trump and Finnish President Sauli Niinisto. Niinisto is being praised for his handling of the meeting, and the two leaders seem to have a good relationship."
2270,"A blind man has been left ""humiliated"" after a bus driver refused to let him on with his guide dog. The man said the driver told him the dog was ""not allowed"" on the bus."
2271,"Sligo primary school teacher, Aoife Ni Mhurchu, was awarded 93,500 in damages after a job interview panel made up of her future colleagues made her feel ""humiliated"" and ""belittled""."
2272,A Phoenix mother who fatally shot her 2-year-old son and wounded her then-6-year-old daughter in 2016 is scheduled to be sentenced. The woman pleaded guilty in March to first-degree murder and attempted first-degree murder.
2273,The article discusses how recent economic indicators point to a potential sharp global slowdown. It cites manufacturing activity and trade data as evidence of this potential slowdown.
2274,"French glass packaging group Verallia is planning an initial public offering (IPO) that could value the company at up to 6.5 billion euros ($7.6 billion), sources familiar with the matter said on Wednesday.

The company, which is owned by U.S. private equity firm Apollo"
2275,Man believed to be an employee of the Paris police headquarters killed four officers with a knife before being shot dead. The motive for the attack is not yet known.
2276,"The attacker, who has not been named, was shot dead by police. He killed two people and injured five others in a knife attack in central Paris."
2277,The article discusses how Trump suggested using a moat with snakes or alligators to deter immigrants from crossing the border. He also suggested shooting migrants in the legs to slow them down.
2278,"Gunmen kidnapped an Italian engineer working for construction firm CGG in Nigeria's restive southwestern state of Ogun on Saturday, a police spokesman said. The attack took place in the early hours of the morning in the town of Igbesa."
2279,Conservative campaigner Jade Smith has come under fire for allegedly timing her tweets to coincide with the release of Conservative Party press releases. Smith has denied the accusations.
2280,"Can you believe it's been 15 years since ""Mean Girls"" was released? The movie has become a cult classic, with a devoted following."
2281,European Commission President Jean-Claude Juncker said on Wednesday that he was not optimistic about the chances of a successful Brexit deal and that he regretted Britain's decision to leave the European Union.
2282,"A missing hiker in California was found alive after she spent six days in the wilderness. The hiker, who is in her 60s, was found by a search and rescue team."
2283,"An ex-wife tells the story of her life with a man who she says is a domestic terrorist. She describes him as a man who is full of hate and anger, and who is always looking for a fight."
2284,"When packing for a ski trip, be sure to bring along a first-aid kit, lip balm, sunscreen, and extra socks. Also, be sure to dress in layers so you can adjust to the changing temperatures."
2285,"Joe Biden, former vice president and current 2020 presidential candidate, spoke at a rally in Philadelphia on Wednesday night. In his speech, Biden criticized President Trump's handling of the economy and trade."
2286,"Shares of BlackBerry Ltd fell on Friday after the company announced it would cut a quarter of its global workforce, as it moves to stem losses and refocus on its higher-margin software business."
2287,"Americans will pay 25% more for single malt Scotch and 15% more for European Union wines as a result of the Trump administration's tariffs on these imported products. The new tariffs, which went into effect October 18, are in addition to the 25% tariffs on $7.5 billion of EU goods that were"
2288,Ireland coach Joe Schmidt looks on the bright side despite errors in Russia win. He said the team made some good progress in the game and they will continue to work on their mistakes.
2289,"No two relationships are the same, and neither are the fights that end them. According to therapists, there are several types of fights that can signal the end of a relationship."
2290,"Also this: In a new study, scientists found that a typical washing machine cycle can release more than 700,000 microscopic plastic fibers into the environment."
2291,"Two daughters give their father an ultimatum: get a job, or get out. They say they can no longer support him financially, and they want him to start contributing to the household."
2292,"A college student who was raised in the U.S. by her Chinese parents discovers that she was actually adopted, and sets out to find her birth parents in China."
2293,Irish Prime Minister Leo Varadkar spoke with European Commission President Jean-Claude Juncker and European Council President Donald Tusk on Thursday to discuss the UK's withdrawal from the European Union.
2294,Airbnb Animal is an article about the new animal experiences that Airbnb is offering. These experiences include interacting with animals like sloths and kangaroos.
2295,"A special exhibition at the Frieze London art fair is displaying works of art made with traditional techniques of weaving and basketry. The pieces are created by both established and emerging artists, and are meant to highlight the labor and skill that goes into these often overlooked art forms."
2296,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings. Cameroon's President Paul Biya has ordered the release of 300 people detained in connection with a separatist movement in the country's English-speaking regions."
2297,"A key part of the Oregon Trail has been found in Kansas after being buried for 170 years. The trail was a key part of American history, as it was used by settlers heading west in the 1800s."
2298,"Judith Resnik argues that women in prison have the same rights as men in prison and should be treated with the same level of respect. She cites several examples of how women are treated differently than men in prison, including being strip searched and denied basic medical care."
2299,"The United Explorer Business Card is offering its last chance promotion where customers can earn up to 100,000 bonus miles. The card has no annual fee and offers a variety of perks such as free checked bags, priority boarding, and two United Club passes per year."
2300,Vanguard Group is a financial services company that is testing a blockchain-powered currency trading platform. The platform is designed to help Vanguard Group clients trade currency more efficiently.
2301,“The Just Assassins” is a play by Albert Camus that tells the story of a group of anarchists who plot to kill a government official in order to start a revolution. The play is set in Russia in the early 20th century.
2302,"Nigerian police say they have arrested more than 1,000 people in the past week in a crackdown on a violent Islamist group in the northeast of the country. The arrests were made in the states of Borno, Yobe and Adamawa, which have been under a state of emergency since 2013."
2303,"(Reuters Health) - People with early kidney disease who eat a vegetarian diet may be less likely to have the disease progress to kidney failure than those who don’t follow this eating pattern, a research review suggests."
2304,Most Americans are in the middle class. The article discusses how the middle class is defined and how much money people in the middle class make.
2305,"Canadian miner Iamgold Corp reported a smaller-than-expected quarterly loss on Wednesday, as higher gold prices and cost cuts helped offset lower production at its flagship Rosebel mine in Suriname.

Iamgold shares were up about 3 percent at C$7.48 in early trading on the"
2306,"One in eight women in the U.S. will develop breast cancer in their lifetime. The good news is that death rates from breast cancer have been declining since 1989, thanks to early detection and improved treatment options."
2307,Melvin Gordon will play for the Los Angeles Chargers in their game against the Denver Broncos. This will be his first game back since he was injured in October.
2308,"A knife-wielding man killed four police officers at the Paris police headquarters on Thursday before being shot and killed by other officers, officials said. The motive for the attack was not immediately clear."
2309,"Chad and his wife are real estate investors who make a passive income from their properties. They share their spending diary with Business Insider, which includes their mortgage, insurance, and other expenses."
2310,"Dutch police have arrested a man in connection with the slaying of a lawyer who was shot and killed in broad daylight on a busy street in Amsterdam. The suspect, who was not identified, was arrested late Thursday."
2311,"The National Federation of Independent Businesses said that small business hiring has slowed down. The report said that the job market is still strong, but the pace of growth has slowed."
2312,"Kate Gosselin is a reality TV star who rose to fame on the show Jon & Kate Plus 8. She is now opening up about her relationship with her twin daughters, Mady and Cara."
2313,"When college students go hungry, their grades and health can suffer. A new study finds that nearly one in 10 American undergraduates don't have enough to eat."
2314,"President Barack Obama and first lady Michelle Obama are celebrating their 27th wedding anniversary. The two were married on October 3, 1992."
2315,"Council president Donald Tusk has said that the European Union is fully behind Ireland in the Brexit negotiations, after MEPs rejected the UK's latest proposals. Tusk said that the EU would continue to work for a ""fair and orderly"" Brexit."
2316,"Kurt Volker is the US Special Representative for Ukraine. He resigned on Friday, September 27th, 2019."
2317,"Steven Greenhouse’s book “Beaten Down, Worked Up” is a look at the current state of the American worker. Greenhouse argues that while workers have become more productive, they have not seen a corresponding increase in wages or benefits."
2318,"Past October, the stock market has been haunted by fears of an impending recession. In response, BlackRock has been increasing its investment in China. However, this may not be enough to offset the potential losses from a recession."
2319,"World Cup: Wales beat Fiji in Oita to reach quarter-finals
Wales are through to the Rugby World Cup quarter-finals after beating Fiji 29-17 in Oita."
2320,A mother's love knows no bounds. This is the story of one mother who went above and beyond for her family.
2321,"The first sentence of the article reads ""For years, China has been perfecting a vast system of technological surveillance, with the goal of monitoring its citizens and crushing dissent."" The article goes on to describe how this system is being used in Hong Kong to track protesters and stifle dissent."
2322,"The Chernobyl Nuclear Power Plant is now open to tourists who want to see the control room, which has been preserved since the 1986 disaster. The tours are led by former Chernobyl plant workers."
2323,"Nearly 600 Burundian refugees have left Tanzania in the first mass repatriation since the outbreak of violence in 2015, the UN refugee agency said.
The UNHCR said the refugees had left the Nyarugusu camp in north-western Tanzania on Tuesday and were expected to arrive in the Burundian capital"
2324,"The Federal Reserve is considering taking interest rates to zero, or even below zero, if the economy weakens. This would be an unprecedented move."
2325,"UK Prime Minister Theresa May has announced that she will be stepping down on 7 June. In a speech outside 10 Downing Street, Mrs May said it was in the ""best interests of the country"" for a new prime minister to lead Brexit negotiations."
2326,"President Donald Trump has been accused of pressuring Ukraine to investigate his political rival, Joe Biden. If true, this would be an impeachable offense."
2327,"Former Munster and Ireland rugby player Simon Zebo has spoken out about Ireland's recent win over Russia, saying that the team was ""sloppy"" in their performance. Zebo is currently playing for French team Racing 92."
2328,The search for a new home for the European Space Agency's (ESA) billion-euro (£874m) space telescope has begun. The James Webb Space Telescope (JWST) is the successor to the Hubble Space Telescope.
2329,Watch key moments as England beat New Zealand in the Rugby World Cup final at Yokohama Stadium.
2330,"Seventeen miners were killed and six were injured in an underground fire at a coal mine in Poland on Saturday, the country's worst mining disaster in years. The cause of the fire is not yet known."
2331,A well-known bookmaker in Las Vegas has released odds for what he believes will be the first sports bets placed inside a stadium. He has the Washington Redskins and the Washington Nationals as the favorites.
2332,Court rules that Facebook can be sued in France for allowing illegal content to be reposted. The company could face heavy fines if it is found guilty.
2333,Tesla's stock surged on Tuesday after the company announced it would remain public. The move came after weeks of speculation that Tesla might go private.
2334,"RCSI faculty have criticised the government's oral health policy, calling it ""fundamentally flawed"". They say that the policy does not address the root causes of poor oral health, and that it fails to adequately fund preventative measures."
2335,An attorney for some of the victims of the Las Vegas shooting says they are encouraged by recent developments in the investigation. He says they are hopeful that the investigation will lead to justice being served.
2336,"An Air Force major has been indicted on a murder charge in the death of a child who was in his care, according to court documents.

The major, whose name has not been released, is accused of killing the child on or around Sept. 26, 2019."
2337,"Unable to find jobs, Jordan's youth unemployment rate has reached 40%. The high rate is putting strain on the country's social stability."
2338,Mourners are gathering in Manchester to remember the 22 people who were killed in a bomb attack at an Ariana Grande concert in 2017. The city is coming together to mark the second anniversary of the tragedy.
2339,"A civil servant killed four of his colleagues in a knife attack at police headquarters in Paris on Thursday, before being shot dead by police. The motive for the attack is not yet known."
2340,The Trump administration is set to unveil a plan to boost the biofuel industry. The plan will include measures to help the industry grow and create jobs.
2341,"A family is torn apart after their patriarch is revealed to be a con artist in this video from CBS News. Todd Winkler was able to convince his family, friends and neighbors that he was a successful businessman, when in reality he was living a double life and running a Ponzi scheme."
2342,"Inside the courtroom, the former Dallas police officer who fatally shot her unarmed neighbor in his own apartment was sentenced to 10 years in prison. The victim's brother, Brandt Jean, hugged Guyger after the sentence was read."
2343,"Canadian Prime Minister Justin Trudeau's Liberal Party lost its majority in an election in the province of Quebec on Monday, dealing a blow to his chances of winning a second term in a national vote next year. The Liberals won 32.9 percent of the vote in the province, compared with 31.9 percent for the"
2344,"If you've ever shopped at a store or ordered food from a restaurant that uses Square as its point-of-sale system, you may have noticed that you start receiving promotional emails from them shortly thereafter. Here's how to stop those emails."
2345,Ruby Rose is an Australian actress and model. She is best known for her role as Stella Carlin in the Netflix series Orange Is the New Black. Rose has also appeared in the films The Meg and xXx: Return of Xander Cage.
2346,Trump says he will ask China to investigate the Bidens and that he would also consider accepting foreign intelligence on his political opponents.
2347,No one knows what will happen when Donald Trump becomes president and is in charge of the Pentagon. Some people are worried that he will be too impulsive and make decisions without thinking about the consequences.
2348,"The ruling comes after a case was brought to the court by the Northern Ireland Human Rights Commission. It found that the current law, which only allows abortions in cases where a woman's life is at risk or if there is a permanent or serious risk to her mental or physical health, breaches human rights."
2349,"President Donald Trump said he would consider asking China to investigate former Vice President Joe Biden, a leading contender for the 2020 Democratic presidential nomination, according to a transcript of his call with Ukrainian President Volodymyr Zelensky released by the White House."
2350,"The attacker, who has not been named, was shot dead by police. He killed two people and injured five others in a knife attack in central Paris."
2351,"Authorities say a small plane crashed at a Michigan airport, killing two people and injuring two others. The cause of the crash is under investigation."
2352,"Those who have been protesting in Hong Kong for months say they will not give up until their demands are met, despite the violence and arrests. Many of the protesters are young people, and their families are divided on whether or not to support them."
2353,"The U.S. Federal Trade Commission (FTC) is investigating whether Juul Labs Inc, the biggest U.S. e-cigarette maker, used deceptive marketing practices targeting young people, the Wall Street Journal reported on Wednesday, citing people familiar with the matter.

The FTC is looking into whether"
2354,"National Counterintelligence and Security Center Director William Evanina issued a statement Wednesday praising intelligence community whistleblowers and the protections they have.

""I would like to thank all whistleblowers for coming forward to report wrongdoing within the intelligence community,"" Evanina said. ""The IC Whistleblower Program is a critical element of"
2355,Northern Ireland's High Court has overturned a law that criminalizes abortion. The decision could lead to changes in the country's abortion laws.
2356,"With the recent outbreak of measles in the United States, the country has lost its measles elimination status. Measles was declared eliminated in the U.S. in 2000."
2357,"Peru's centrist President Pedro Pablo Kuczynski narrowly survived an impeachment vote in Congress on Thursday, fending off an opposition bid to oust him over alleged corruption ties to Brazilian construction company Odebrecht.

Kuczynski, 79, won by the slimmest of margins in a secret ballot"
2358,The highest court in Northern Ireland has ruled that the country's strict abortion ban violates human rights. This ruling could lead to a change in the law.
2359,"Smart Money: The Irish Times gives five things to look out for in the 2020 budget including carbon taxes, income taxes, and social welfare."
2360,Korean golfer Kim Hyung-sung has been banned from the sport for three years after making an obscene gesture during a tournament. He has apologized for his actions.
2361,Johnson’s proposals would see the UK leave the EU customs union and establish two separate customs territories. This would mean customs checks and infrastructure between the UK and EU.
2362,"A man armed with a knife killed two police officers and injured several others in a knife attack at police headquarters in Paris on Thursday. The attacker, who was shot and killed by police, was an administrative worker at the police headquarters."
2363,"The 2,000-year-old scrolls were found in the Villa dei Papiri in Herculaneum, which was buried in the eruption of Mount Vesuvius in 79 AD. The scrolls are made of papyrus and are too fragile to unroll."
2364,Thursday: A look at the issues that matter to California voters and how the 2020 presidential candidates are addressing them.
2365,"Can a father and son with different political views have a respectful discussion? In this video, a father and son with different political views sit down and have a discussion about the upcoming election."
2366,Igor Labuts is a former Athlone goalkeeper who is waiting on a match-fixing appeal verdict. He was banned for 10 years after being found guilty of fixing a match in 2015.
2367,A good article for anyone interested in the Marine Corps or in sniper training. The article discusses a training exercise in which Marine snipers must find and eliminate an enemy sniper.
2368,Canadian Prime Minister Justin Trudeau said on Thursday that his government would not back down from its decision to impose a carbon tax on provinces that have not taken steps to reduce greenhouse gas emissions. Trudeau made the comments during a news conference in Toronto.
2369,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings. A man who fatally shot four people during a bank robbery in South Carolina has been sentenced to death."
2370,Former U.S. Special Envoy to Ukraine Kurt Volker is set to testify before Congress on Thursday. This comes as the House continues its impeachment inquiry into President Trump.
2371,"The Oscar-winning actress Lupita Nyong’o was interviewed by The New York Times about her favorite books. When asked about her favorite book as a child, she said “The Lion, the Witch and the Wardrobe” was her favorite."
2372,"Get breaking news on European Union Council President Donald Tusk's remarks on U.K. Prime Minister Boris Johnson's Brexit plans. Tusk says he is ""unconvinced"" by Johnson's proposals."
2373,"Comments posted on Facebook that were defamatory toward an Austrian politician were ruled to have violated the country’s laws, in a decision with potentially far-reaching consequences for the social network."
2374,"Canada's main stock index fell on Friday as energy and financial shares dropped, while data showed a surprise contraction in the country's economy in August.

The Toronto Stock Exchange's S&P/TSX composite index unofficially closed down 79.14 points, or 0.52 percent, at 15"
2375,The Miami reports on two American businessmen who have been linked to Rudy Giuliani and the Trump impeachment inquiry. Lev Parnas and Igor Fruman have been indicted on campaign finance charges.
2376,The E.U.’s executive arm has proposed new regulations that would make Facebook and other social media companies more accountable for the content that appears on their platforms. The rules would give the E.U. the power to fine companies up to 4 percent of their global revenue if they fail to take down
2377,"A top health official in Pakistan says the country is facing its worst outbreak of dengue fever in years, with more than 19,000 cases reported.

The official says most of the cases have been reported in the southern Sindh province, where at least four people have died from the disease."
2378,"Three people were killed and two others were injured when a small plane crashed into a home in Lansing, Michigan. The cause of the crash is under investigation."
2379,British prime minister Boris Johnson has said that there will be no physical infrastructure near the border between Northern Ireland and the Republic of Ireland after Brexit. He also said that there would be no such infrastructure anywhere else.
2380,"The expanded MoMA will have 50 percent more gallery space, as well as new spaces for performance and film. The museum will also be reconfigured to be more visitor-friendly."
2381,"Bacteria found in the stomach could be the key to developing a new treatment for ulcers caused by aspirin. The findings, published in the journal Nature, could lead to the development of a probiotic that could be taken alongside aspirin to prevent ulcers."
2382,An Ohio father was arrested after he whipped his son dozens of times with an extension cord. The father said he was disciplining his son for bad grades.
2383,"Two Thai teammates, Sarawut Masuk and Supachok Sarachat, scored an impressive goal during a match by doing a double overhead kick. The video of the goal quickly went viral, with many people lauding the athletes for their skill."
2384,"Can a person's entire life be a lie? In this video, CBS News investigates the story of a man who lived a double life for decades, fooling his family and friends."
2385,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings."
2386,"Whisky is big business in Scotland, but recent tariffs imposed by the US have put a chill on the industry. Scotch makers are feeling the pinch, with exports to the US falling by nearly a quarter."
2387,Credit Suisse is moving some of its London-based investment bankers to Zurich as part of a plan to increase its focus on the Swiss market. The move is part of a wider strategy to shift the bank's focus away from London and toward its home market.
2388,"In roundabout fashion, “On the President’s Orders” tries to make sense of the Duterte administration’s war on drugs in the Philippines. The film, directed by James Jones and Olivier Sarbil, follows members of the Philippine National Police as they go about their daily work of rounding"
2389,A Virginia police officer who drove a man in ICE custody to a remote location and left him there has been fired. The man was found by a passerby and returned to ICE custody.
2390,"Indiana's attorney general is investigating the discovery of more than 2,000 fetal remains found at the home of a deceased doctor. The doctor, who died last week, had been performing abortions."
2391,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings."
2392,The first article is about the Trump impeachment inquiry. It gives a brief overview of the events that have transpired so far and what to expect next.
2393,"Microsoft's Surface Pro X has longer battery life than the iPad Pro, according to a new test from Consumer Reports. The Surface Pro X lasted for more than 13 hours on a single charge, while the iPad Pro lasted for just over 11 hours."
2394,"Here's what you need to know for October 3: Apple is holding an event today and is expected to announce new iPhones and a new Apple Watch, and the FDA is investigating a possible link between vaping and seizures."
2395,"The volume of sales in Manhattan has been declining for the past few years, and prices have been dropping as well. The market is now favoring buyers, who have more negotiating power than they did a few years ago."
2396,"Victorious workers at Harland and Wolff shipyard in Belfast, Northern Ireland, have saved the jobs at the historic site. The workers have been on a three-month occupation of the shipyard, which has been in operation since the 1800s."
2397,"Pledge to visit South Africa within weeks to discuss recent attacks on foreigners. Buhari says the attacks are ""unacceptable"" and that he ""condemns them in the strongest terms""."
2398,"More than a week after being paralysed in a diving accident off the coast of County Clare, Canadian tourist Ryan Chambers and his partner have thanked the Irish public for their help in getting him home."
2399,"Get breaking news on the latest developments out of Hong Kong, where a 19-year-old protester was shot by police and charged with assault."
2400,The overcrowded conditions at the jail have led to inmates escaping. The inmates that have escaped are considered to be a danger to the public.
2401,Decline occurred after a four-decade trend of increases in the U.S.
2402,"Sibeth Ndiaye is a Senegalese-born French journalist and author who has been serving as the spokesperson for French President Emmanuel Macron since 2017. In this role, she is responsible for communicating the president's policies to the public."
2403,"hour journey.""

A ""48"" hour journey. That's how long it took a group of CBS News journalists to travel from the U.S.-Mexico border to the U.S. border with Canada. The journey was treacherous, with the group encountering everything from snow to sub-zero temperatures."
2404,"MGM Resorts is being sued by more than 1,000 victims of the 2017 Las Vegas mass shooting. The victims are suing for negligence, claiming that the hotel did not do enough to prevent the shooting."
2405,A lawsuit against Gearbox CEO Randy Pitchford has been dismissed. The lawsuit alleged that Pitchford had taken $12 million from the company to fund his personal lifestyle.
2406,US announces that it will reopen its embassy in Somalia after nearly three decades. The move is seen as a show of support for the country's new president.
2407,"The chairman of the House Ways and Means Committee said that the Trump tax return whistleblower is ""more damaging"" than the Ukraine whistleblower. The chairman, Rep. Richard Neal, said that the tax return whistleblower has ""more credibility"" than the Ukraine whistleblower."
2408,"U.S. services industry activity hit a one-year high in December, driven by a surge in new orders, an encouraging sign for the economy as it struggles with manufacturing weakness amid a prolonged trade war with China."
2409,Gareth Southgate is the current manager for the England national football team. He was appointed to the role in 2016.
2410,"In early 2019, Microsoft paid Tyler ""Ninja"" Blevins $1 million to play Apex Legends on their Mixer streaming platform. The move was seen as a way to boost the popularity of Mixer and take on the dominant streaming platform, Twitch."
2411,"Each week, the BBC News website publishes a selection of your pictures on our Your Pictures page."
2412,"Mark Parker is the CEO of Nike. In an interview, he said that the recent doping claims against Nike make him sick."
2413,"Disney Skyliner is a gondola system at Walt Disney World Resort. It opened on September 29, 2019, and guests love it!"
2414,"The US version of The Apprentice is a reality TV show in which a group of contestants compete for a chance to work for billionaire businessman Alan Sugar. The show has been running for 15 series, and Sugar has been compared to US President Donald Trump."
2415,"Research shows that there are several reasons why couples should combine their finances, including improved communication and increased financial stability."
2416,"In a small town in Ethiopia, a group of former child soldiers are using their skills to put on a circus. The circus is a way for the children to heal from their past and to bring some joy to their community."
2417,"Airbnb, best known for their home-sharing service, is now offering animal experiences. The new program will focus on connecting guests with animals, like sheep, for a unique tea party."
2418,"Prosecutors are making their final arguments in the trial of a white Chicago police officer who fatally shot a black teenager in 2014, a case that helped fuel the ""Black Lives Matter"" movement. Officer Jason Van Dyke is charged with first-degree murder, aggravated battery and official misconduct in the death of 17-year"
2419,"Mistrust of Google has been growing among conservatives, who see the company as biased against them. In an attempt to ward off regulation, Google CEO Sundar Pichai met with a group of conservative leaders."
2420,"This play is a ""read-along adventure to apocalypse"" that is set in Dublin. It follows a group of people who are trying to survive the end of the world."
2421,"Trumpworld flew into a panic on Friday after The New York Times reported that a CIA officer filed a complaint with the intelligence community's inspector general over Trump's dealings with Ukraine. The complaint reportedly alleges that Trump abused his power by pressuring Ukraine to investigate former Vice President Joe Biden, a leading 2020 Democratic presidential candidate."
2422,"President Trump has been accused of trying to pressure China into investigating one of his potential political rivals, Joe Biden, and his family. The article discusses how this could be seen as an abuse of power."
2423,The experts at ESPN have put together a list of the 10 most underrated prospects in the 2020 NFL draft. These are players that have flown under the radar but have the potential to be great at the next level.
2424,"The announcement that the Trump administration is planning to impose tariffs on $200 billion more in Chinese goods is drawing criticism from U.S. business groups. The new tariffs, which could be imposed as early as next week, would be on top of the $50 billion in tariffs already in place."
2425,"A 16-year-old girl in Virginia has been sentenced to spend four days in juvenile jail after posting racist videos and making threats against black students on social media. The girl, who is white, pleaded guilty to two counts of harassment by computer."
2426,"Adam Schiff, the chairman of the House Intelligence Committee, said on Thursday that he had begun an investigation into whether President Trump and his personal lawyer, Rudolph W. Giuliani, had violated federal law in their dealings with Ukraine."
2427,"Stephen and Tabitha King are planning to donate their iconic Maine home to the state. The couple has owned the home since 1987, and it has been the setting for many of Stephen King's novels."
2428,"CNN's Chris Cillizza ranks the top 10 Democratic presidential candidates. He puts Massachusetts Senator Elizabeth Warren in the top spot, followed by former Vice President Joe Biden."
2429,Some London Stock Exchange shareholders are unhappy with the company's decision to buy data company Refinitiv. They say the $27 billion deal is too expensive and that the company should focus on its core business.
2430,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings."
2431,"Spain is considering a public investment in Thomas Cook Group to help the company avoid bankruptcy, according to a source familiar with the matter.

The source said on Wednesday that the government was looking at different options for Thomas Cook, including a public investment, but no decisions had been made."
2432,"A clear increase in the number of people seeking asylum in Ireland has put pressure on the country's direct provision system, which is now at capacity. This has led to calls for an increase in the number of places available and for the system to be reformed."
2433,"Smart Money: The Irish Times has put together a list of five things to watch out for in the budget announcement today. These include income tax changes, social welfare rates, housing measures, and climate action."
2434,"Microsoft announced the Surface Pro X, a new tablet with a 13-hour battery life and an ARM processor. The Surface Pro X is the thinnest and lightest Surface Pro yet, and starts at $999."
2435,"European Commission President Jean-Claude Juncker said on Wednesday that he had ""serious problems"" with Britain's latest Brexit proposal on the Irish border, casting doubt on whether a deal can be reached before an Oct. 31 deadline."
2436,"Before he was a two-time NBA champion, Kawhi Leonard was just a kid from Los Angeles with a dream. In this article, Leonard talks about his journey to the NBA and what it takes to be a champion."
